width,atoms,Nearest neighbor,Total elapsed time
1,450,7.8338454300537705,7.835122290998697
1,800,19.324644084088504,19.325845486018807
1,1250,44.10273818299174,44.104001183994114
1,1800,90.36959832301363,90.37099206994753
1,2450,181.96180890000005,181.96517746400002
1,3200,292.176867096,292.1798816810001
1,5000,748.1603824569997,748.1902707919999
11250,3495.8076322919997,3495.8121626560005
1,50,0.20052050100093766,0.20192675900034374
1,200,1.6706333670008462,1.6719015070011665
2,100,0.5320877619997191,0.5333359439991909
2,200,1.6520071220002137,1.6533369120006682
2,900,24.90517299899875,24.937904591000915
2,1600,75.1344150519999,75.16659653300121
2,2500,182.1110520250004,182.14525068699913
2,3600,397.759049708,397.7921787670002
